borrower_id,name,age,city,employment_type,employment_years,monthly_income,household_size,dependents,requested_amount,tenure_months,purpose,first_time_borrower,prev_loans,loans_repaid,late_payments,avg_delay_days,defaults,max_days_past_due,avg_income_6m,avg_expenses_6m,avg_debt_6m,income_volatility,expense_trend,debt_trend,total_transactions_6m,bounced_payments_6m,disputed_txns_6m,id_verification,address_verification,phone_verification,bank_stmt_status,income_doc_status,doc_quality_score,transaction_variance,night_txn_ratio,new_device_90d,applications_30d,address_changes_12m,doc_avg_income,vouches_count,avg_vouch_trust,community_tenure_years,group_memberships,guarantor_past_count,account_age_months,prev_lenders_count,disputes_raised,disputes_lost,ontime_streak_months,salary_credits_6m,savings_balance,existing_debt_accounts
B10276,Vihaan Yadav,19,Bengaluru,salaried,4.1,42392,2,2,136000,18,medical,0,3,2,2,17.3,1,27,42870,25874,30628,0.055,0.0229,-0.1151,437,0,1,2,0,2,2,0,43,0.142,0.059,0,1,0,42318,2,3.9,8.2,0,0,116,2,0,0,5,6,20694,4
B10277,Arun Sharma,25,Delhi,self-employed,2.8,39084,2,1,280000,24,home-repair,0,3,3,1,5.7,0,54,38088,25677,29760,0.042,-0.0048,0.1932,298,2,2,1,0,1,2,2,70,0.279,0.251,0,1,0,40814,0,0,11.3,1,0,26,1,0,0,1,4,101732,4
B10278,Arun Reddy,33,Hyderabad,self-employed,1.9,66292,2,3,195000,12,personal,0,5,5,1,25.1,0,59,65729,41816,21469,0.033,-0.0175,0.0044,317,1,0,2,2,2,2,2,51,0.325,0.113,0,1,0,57509,2,4.3,2.5,0,3,12,3,1,0,32,0,44407,1
B10279,Nikhil Yadav,30,Delhi,business,5.8,39596,5,0,150000,6,medical,0,4,4,2,11.9,0,54,39487,27206,13702,0.065,-0.0639,0.0579,395,0,0,1,2,2,2,2,76,0.2,0.043,0,1,0,35068,5,4.3,5.9,2,3,100,4,0,0,23,3,38622,1
B10280,Anil Patel,40,Bengaluru,self-employed,0.8,12106,4,0,43000,18,education,0,4,1,6,4.6,2,46,11701,8284,10020,0.148,0.051,0.1505,369,0,2,0,0,0,2,2,50,0.292,0.128,0,1,0,9263,0,0,4.8,4,1,70,0,3,2,7,4,16248,0
B10281,Reyansh Kulkarni,25,Chennai,daily-wage,5.5,42154,2,2,225000,12,personal,0,1,1,2,11.8,0,20,41013,28494,47233,0.057,0.0392,0.0008,278,0,1,2,2,0,2,1,61,0.365,0.082,0,1,0,42028,1,4.6,11.7,4,0,108,3,1,0,0,3,31391,4
B10282,Deepak Pillai,41,Delhi,daily-wage,1.9,46209,4,4,104000,18,education,0,3,3,1,27.6,0,28,42578,28581,12620,0.065,0.0473,0.1464,337,0,0,2,2,2,1,2,85,0.355,0.043,0,1,0,38759,2,4.1,6.3,4,1,28,0,0,0,26,4,55709,1
B10283,Ishaan Kulkarni,32,Hyderabad,salaried,8.3,61225,1,2,99000,12,medical,0,7,7,1,15.0,0,33,56572,30229,19470,0.054,-0.0317,-0.0377,275,1,0,2,2,2,2,2,99,0.363,0.085,0,3,0,52827,4,4.9,2.5,2,0,22,1,0,0,18,6,167066,0
B10284,Neha Khan,46,Lucknow,salaried,11.9,73066,4,3,134000,3,medical,0,3,3,0,0.7,0,0,74205,39394,20368,0.053,-0.0367,0.0786,322,0,1,2,2,2,2,2,78,0.327,0.065,0,1,1,71186,3,3.9,7.3,2,1,79,1,1,1,31,6,184884,0
B10285,Lakshmi Patel,36,Mumbai,business,7.2,33113,1,3,84000,6,medical,0,5,5,0,3.1,0,0,33517,20425,11340,0.043,0.0002,-0.059,358,0,0,2,0,2,2,2,62,0.302,0.045,0,1,0,34766,6,3.7,7.2,4,1,78,4,0,0,8,1,55441,2
B10286,Vihaan Iyer,42,Pune,salaried,1.7,38951,4,1,335000,6,home-repair,0,1,0,4,24.2,0,47,39901,29788,24066,0.037,0.0077,0.0933,379,2,1,2,0,2,2,1,50,0.27,0.194,0,1,0,38506,1,3.8,3.4,0,0,23,3,0,0,3,6,68416,4
B10287,Krishna Mishra,36,Delhi,daily-wage,5.6,63159,1,1,127000,12,home-repair,0,7,7,1,25.7,0,41,59733,39442,21184,0.08,0.0596,-0.0186,302,0,0,2,2,2,2,2,80,0.434,0.12,0,1,0,64036,5,4.3,8.4,3,0,34,4,1,0,8,3,259974,0
B10288,Kavitha Bose,52,Surat,salaried,3.3,26760,2,0,70000,3,business,0,1,0,2,17.5,1,49,25719,17245,20885,0.076,0.0067,-0.0091,482,2,1,2,2,2,1,2,65,0.156,0.227,0,1,0,26079,2,4.2,9.9,3,1,68,2,1,1,6,6,31938,4
B10289,Suresh Nair,33,Pune,daily-wage,2.8,17566,4,4,53000,24,education,0,2,0,4,24.2,2,21,15811,11503,14562,0.094,0.134,-0.1698,361,1,0,1,2,1,0,2,59,0.255,0.175,1,2,0,11532,2,4.2,10.5,4,0,50,4,2,0,0,0,11032,0
B10290,Divya Bose,39,Delhi,daily-wage,1.7,24365,5,0,213000,24,business,0,1,1,0,1.0,0,0,23923,17494,18307,0.055,-0.1135,0.0231,416,2,0,2,2,2,1,1,66,0.209,0.295,0,2,0,22394,1,4.2,7.4,0,0,22,4,1,1,9,1,31678,5
B10291,Ishaan Kulkarni,29,Bengaluru,self-employed,6.0,56593,5,2,211000,3,education,0,1,1,2,23.7,0,15,55288,32720,14746,0.053,-0.0464,0.0795,232,0,0,2,1,2,1,2,70,0.269,0.11,0,1,0,57277,2,3.9,6.0,1,2,23,2,1,0,34,3,103295,2
B10292,Krishna Bose,19,Mumbai,salaried,7.4,75208,1,0,152000,12,home-repair,0,2,2,0,5.0,0,0,73117,42725,19942,0.049,-0.0172,0.0314,294,0,1,2,2,2,2,2,75,0.265,0.098,0,1,0,67671,5,3.6,7.4,0,1,81,1,1,0,20,6,179886,1
B10293,Anil Gupta,29,Bengaluru,salaried,2.7,26495,3,1,164000,3,education,0,3,2,4,23.2,0,24,27358,19380,16561,0.043,-0.0233,0.1866,354,0,1,2,2,1,2,2,54,0.327,0.134,0,2,0,26998,1,3.9,8.4,3,1,79,3,0,0,6,6,9601,3
B10294,Manoj Bose,32,Lucknow,salaried,10.6,83233,4,3,170000,12,personal,0,7,7,1,20.8,0,25,77664,46077,23250,0.042,0.0265,0.1311,357,0,0,2,1,2,2,2,79,0.203,0.107,0,2,0,74384,3,4.2,11.9,2,2,35,1,1,1,26,6,279997,1
B10295,Sneha Kulkarni,30,Jaipur,self-employed,6.1,48233,1,3,147000,6,education,0,1,1,0,1.5,0,0,50428,31679,17696,0.063,-0.0318,-0.1447,349,1,0,2,2,2,2,1,75,0.276,0.09,0,1,0,49416,6,4.3,2.0,3,1,95,1,1,0,26,4,76055,2
B10296,Lakshmi Chopra,37,Lucknow,daily-wage,4.9,51487,6,0,204000,18,business,0,2,2,0,0.6,0,0,54944,35812,17657,0.066,0.0194,-0.1313,344,1,0,2,2,2,2,2,89,0.329,0.057,0,4,1,59484,2,3.7,4.6,3,0,63,4,0,0,12,4,0,2
B10297,Priya Joshi,34,Mumbai,self-employed,13.7,89054,2,1,319000,6,personal,0,4,4,0,3.4,0,0,89341,55933,20355,0.068,0.0032,0.0771,367,0,0,2,2,2,2,2,91,0.328,0.024,0,1,2,86582,6,3.8,3.1,2,0,75,3,1,1,27,4,354557,1
B10298,Sai Reddy,24,Mumbai,daily-wage,6.1,56405,6,2,160000,6,education,0,3,3,2,5.1,0,42,56600,34852,14558,0.05,0.0883,-0.1076,370,2,1,2,2,2,2,2,52,0.331,0.032,0,1,0,58802,5,4.5,11.1,1,0,96,0,0,0,33,1,93274,0
B10299,Geeta Yadav,19,Nagpur,salaried,4.3,36464,5,1,254000,12,personal,0,4,3,4,20.1,0,56,35735,25326,27862,0.031,0.0129,0.0295,332,0,2,2,2,2,2,2,54,0.236,0.112,0,1,0,38485,1,4.1,1.3,0,0,55,4,0,0,8,6,29875,2
B10300,Geeta Chopra,39,Mumbai,salaried,3.3,58459,2,0,143000,24,home-repair,0,4,4,1,18.8,0,50,62233,36619,16682,0.1,0.0596,-0.2525,355,0,0,2,1,2,2,1,73,0.346,0.093,0,1,0,62933,3,4.1,8.8,1,0,21,0,0,0,23,6,89312,2
B10301,Lakshmi Mishra,39,Jaipur,daily-wage,1.9,26985,4,3,220000,12,business,0,2,2,3,11.2,0,23,24400,19296,20535,0.062,0.1128,0.2983,355,0,1,2,2,2,2,2,24,0.22,0.184,0,1,0,21317,1,4.2,5.5,2,0,93,0,1,1,4,5,30576,0
B10302,Deepak Singh,40,Pune,business,1.3,39897,1,0,283000,6,business,0,1,1,0,0.1,0,0,39652,24748,36801,0.039,0.0074,-0.0196,389,1,1,0,2,2,2,0,63,0.186,0.27,0,1,0,38074,1,4.4,11.5,1,1,105,2,0,0,0,0,39703,2
B10303,Rahul Joshi,39,Kolkata,salaried,5.7,42250,2,2,153000,3,business,0,5,4,4,16.0,0,7,37298,25769,22829,0.049,-0.066,-0.0513,330,0,0,0,1,2,2,1,37,0.319,0.2,0,1,0,32562,2,4.9,8.5,3,1,17,3,1,0,3,6,53100,2
B10304,Aarav Mehta,57,Chennai,self-employed,5.6,18514,5,0,138000,12,business,0,5,5,2,26.7,0,32,19756,13556,13199,0.039,0.003,-0.1231,460,0,2,2,1,2,2,2,69,0.089,0.075,0,4,0,17045,1,4.4,8.7,3,0,110,3,0,0,2,2,51880,5
B10305,Kiran Yadav,41,Kolkata,salaried,14.9,77297,2,1,134000,6,business,0,2,2,0,4.8,0,0,70780,39978,26188,0.062,0.0591,-0.0362,398,0,0,2,2,1,2,2,76,0.219,0.028,0,3,0,65899,4,4.0,8.5,3,0,111,3,0,0,11,6,159073,0
B10306,Nikhil Patel,38,Bengaluru,self-employed,2.9,31949,1,2,232000,3,medical,0,6,4,3,10.7,2,10,32124,21857,26064,0.076,0.0562,0.2193,372,1,0,2,1,0,0,2,61,0.25,0.088,1,1,0,35587,1,4.7,3.6,1,1,26,2,2,1,3,1,52967,4
B10307,Sanjay Verma,52,Delhi,salaried,8.2,92889,2,4,345000,12,business,0,6,6,1,9.9,0,48,92201,55938,34864,0.075,-0.0042,0.0803,324,0,0,2,2,2,2,2,86,0.38,0.106,0,1,0,80237,3,3.5,9.5,3,1,72,4,0,0,28,6,101004,1
B10308,Rohan Singh,49,Mumbai,salaried,1.6,25383,2,2,172000,12,medical,1,0,0,0,1.4,0,0,22713,12404,12387,0.051,0.0291,-0.2186,310,0,0,1,2,0,2,2,56,0.324,0.186,0,1,0,23560,0,0,1.5,2,0,20,0,0,0,9,6,33223,3
B10309,Ira Iyer,40,Delhi,self-employed,3.6,27515,5,3,106000,12,medical,0,1,0,1,19.2,1,9,26839,18970,22264,0.049,0.0508,0.1016,255,2,0,2,0,1,2,2,67,0.236,0.127,0,1,0,25437,2,4.9,2.2,3,1,96,2,0,0,3,2,42703,4
B10310,Kiran Kulkarni,43,Bengaluru,self-employed,5.2,46549,4,2,95000,12,business,0,5,5,2,27.5,0,55,45835,29790,13285,0.083,-0.0688,-0.0257,336,0,0,1,2,1,2,2,52,0.385,0.072,0,1,1,48545,6,4.4,7.9,0,2,29,1,0,0,9,2,43707,2
B10311,Geeta Chopra,55,Nagpur,self-employed,4.7,62044,5,0,141000,18,personal,0,6,6,2,26.2,0,52,57989,37252,21361,0.118,0.013,-0.0955,392,0,0,2,2,2,2,2,60,0.255,0.024,0,1,0,53173,2,3.9,8.4,4,2,92,2,1,0,16,3,24641,0
B10312,Kabir Iyer,50,Lucknow,salaried,12.7,58415,4,1,216000,3,medical,0,2,2,0,1.6,0,0,58621,35954,18719,0.043,0.0096,0.0666,282,0,0,2,2,2,2,2,98,0.326,0.039,0,2,0,61206,5,4.3,1.7,1,1,116,3,0,0,19,6,217262,1
B10313,Kavitha Chopra,38,Jaipur,salaried,11.3,84706,2,0,140000,12,business,0,6,6,0,4.1,0,0,82407,52072,17532,0.049,-0.0395,0.0546,370,0,0,2,2,2,2,2,99,0.176,0.082,0,2,0,84145,2,4.5,10.0,0,0,81,2,1,1,24,6,35727,0
B10314,Amit Kulkarni,26,Indore,self-employed,2.6,55748,2,2,137000,12,personal,0,2,2,2,13.0,0,17,57036,35241,16259,0.069,-0.0123,-0.0634,254,0,0,1,0,2,2,2,78,0.316,0.106,0,2,0,48790,6,4.7,11.9,4,2,106,3,0,0,23,4,166085,1
B10315,Kavitha Mehta,19,Hyderabad,salaried,12.1,83475,4,2,323000,6,medical,0,8,8,1,11.1,0,35,81362,57546,25870,0.053,0.0695,-0.0138,404,0,0,2,2,2,2,2,70,0.257,0.048,0,4,0,72833,5,4.4,4.6,2,2,94,0,1,1,18,6,198855,2
B10316,Myra Mehta,39,Pune,business,1.8,15702,3,3,45000,3,business,0,3,1,5,11.8,1,6,17051,10360,10410,0.064,-0.0275,-0.1047,304,1,1,0,1,1,2,2,60,0.361,0.285,0,1,0,11026,2,3.8,7.5,3,1,92,1,1,0,5,5,32517,1
B10317,Anil Joshi,36,Pune,salaried,3.8,51065,2,2,93000,6,education,0,4,4,1,8.5,0,27,48243,32309,13356,0.052,0.0214,-0.1589,357,0,0,2,2,2,2,2,72,0.245,0.099,0,1,1,48103,2,4.7,5.1,2,1,38,2,1,1,13,6,43663,1
B10318,Priya Bose,50,Kochi,business,7.1,48623,5,3,142000,3,personal,0,1,1,1,16.1,0,52,49371,35289,15502,0.071,0.016,-0.0273,276,0,0,2,2,2,2,2,87,0.372,0.084,0,2,0,42172,3,3.5,3.0,1,3,57,2,0,0,14,3,49427,2
B10319,Rohan Agarwal,36,Bengaluru,salaried,4.6,50042,4,2,148000,3,education,0,4,4,0,1.1,0,0,49680,31117,18742,0.107,0.0527,0.0529,423,0,0,2,2,2,2,2,57,0.258,0.089,0,1,0,50148,6,4.7,1.6,4,2,88,0,0,0,15,6,49463,2
B10320,Sneha Kulkarni,44,Bengaluru,business,9.9,55960,2,0,222000,24,personal,0,6,6,0,3.7,0,0,57175,32643,19653,0.097,0.0567,0.0098,350,0,0,2,2,2,1,2,78,0.336,0.051,0,2,0,58085,3,4.6,4.4,2,0,96,1,0,0,18,4,222136,2
B10321,Vihaan Agarwal,48,Bengaluru,self-employed,6.0,56297,1,2,190000,18,home-repair,0,1,1,0,0.3,0,0,53849,33919,13419,0.062,0.0193,-0.014,321,0,0,2,2,2,2,1,56,0.313,0.045,0,1,0,55667,6,4.0,4.2,1,0,47,4,0,0,33,4,39416,1
B10322,Sai Joshi,40,Lucknow,salaried,14.5,40864,2,2,87000,3,home-repair,0,5,5,1,5.1,0,36,40616,24894,15872,0.093,0.0666,0.0481,322,0,0,2,2,2,2,2,88,0.234,0.096,0,2,0,37867,4,4.6,7.2,4,2,45,4,0,0,19,6,129898,2
B10323,Amit Pillai,54,Bengaluru,salaried,1.3,18121,4,1,98000,18,medical,0,5,5,3,7.3,0,45,17979,12530,16259,0.052,-0.0322,-0.1506,350,0,1,2,0,1,2,0,51,0.245,0.198,0,1,1,16321,2,4.4,2.7,4,1,41,3,1,0,9,6,23344,0
B10324,Vihaan Joshi,25,Chennai,self-employed,0.7,10468,2,4,46000,6,medical,0,1,1,0,3.1,0,0,10504,7046,7061,0.061,-0.0466,-0.1761,263,0,1,2,0,2,2,2,65,0.355,0.04,0,2,0,10382,1,4.1,10.7,3,1,118,3,0,0,3,2,34579,3
B10325,Sneha Bose,34,Surat,self-employed,2.4,64798,5,1,218000,6,medical,0,2,2,0,3.1,0,0,60517,38988,17304,0.056,0.0314,-0.1252,319,0,1,2,2,2,2,2,86,0.434,0.081,0,1,0,65633,3,4.4,8.6,2,0,97,4,0,0,12,0,15748,1
B10326,Kavya Joshi,28,Pune,salaried,6.6,40908,3,4,98000,6,home-repair,0,5,5,0,2.4,0,0,41690,27790,9624,0.04,-0.0197,0.1137,321,0,0,2,2,2,2,2,82,0.468,0.042,0,4,0,38090,4,3.6,6.9,2,3,35,2,0,0,31,6,40304,2
B10327,Priya Joshi,32,Kochi,salaried,3.0,45969,2,3,176000,12,business,0,1,1,2,27.7,0,47,44039,31688,40470,0.056,-0.0014,-0.0227,257,1,2,2,0,1,2,2,46,0.35,0.181,0,1,0,44548,2,4.0,2.1,1,0,92,2,0,0,4,6,95311,5
B10328,Vikram Khan,33,Mumbai,salaried,3.7,33295,4,0,147000,3,business,0,2,2,3,29.1,0,17,31990,23745,33905,0.067,0.0584,0.0104,356,0,0,0,1,2,1,1,75,0.264,0.06,0,2,0,33589,0,0,2.0,1,0,115,1,0,0,6,6,22570,1
B10329,Manoj Reddy,37,Bengaluru,self-employed,3.5,38654,6,4,84000,24,business,0,3,3,1,29.1,0,39,39141,23396,10886,0.052,0.018,0.1139,341,0,0,2,0,1,2,2,46,0.257,0.02,0,2,1,33382,5,4.9,1.5,4,0,119,3,1,0,35,1,24339,1
B10330,Ananya Bose,45,Indore,self-employed,1.2,39159,2,1,185000,12,personal,0,5,4,4,21.1,0,10,39238,28226,31511,0.044,0.0188,-0.021,396,1,2,2,2,2,2,2,53,0.244,0.199,0,1,1,39221,1,4.1,1.0,1,0,57,0,1,1,7,4,72623,0
B10331,Arun Yadav,39,Jaipur,daily-wage,0.0,17382,6,1,142000,6,personal,0,1,1,0,2.2,0,0,16419,12893,13809,0.057,0.0026,-0.0512,376,3,2,2,2,0,2,0,59,0.323,0.078,0,1,0,16380,3,4.6,5.4,3,1,104,0,1,1,2,2,0,5
B10332,Kiran Patel,42,Delhi,daily-wage,1.5,23583,2,4,171000,12,medical,0,1,1,0,1.7,0,0,22268,16589,24223,0.066,0.0622,0.1184,395,2,0,2,0,2,2,1,54,0.283,0.21,0,1,0,24179,2,4.9,5.2,2,1,13,3,1,0,9,5,48824,5
B10333,Priya Iyer,21,Lucknow,daily-wage,4.4,28124,1,4,82000,18,education,0,3,3,1,5.1,0,40,26946,17448,7858,0.053,0.0106,0.0438,338,0,0,2,2,1,2,2,79,0.354,0.059,0,1,0,26526,6,4.0,6.3,0,0,96,2,1,1,14,3,52529,1
B10334,Aarav Patel,19,Kochi,self-employed,1.5,68488,6,3,268000,6,personal,0,2,2,1,14.7,0,59,74519,49209,18939,0.047,0.0342,0.1129,385,0,0,2,1,2,2,2,68,0.306,0.096,0,1,0,67709,2,4.0,8.7,1,3,45,0,0,0,10,1,150879,2
B10335,Myra Mishra,30,Lucknow,salaried,7.1,45070,5,2,103000,12,personal,0,3,3,1,14.8,0,53,43688,27368,13391,0.044,0.0156,0.1184,395,0,0,2,2,2,2,2,79,0.24,0.082,0,1,0,38580,6,3.7,9.0,2,1,37,1,1,0,30,6,11615,2
B10336,Amit Mishra,49,Bengaluru,salaried,2.3,41265,5,3,128000,3,home-repair,0,4,4,0,4.0,0,0,38834,26495,16286,0.063,0.0093,-0.0778,387,0,0,1,2,2,0,2,61,0.191,0.091,0,3,1,36952,2,4.8,7.7,4,0,94,1,1,0,25,6,55015,0
B10337,Vikram Sharma,39,Kolkata,self-employed,3.4,35219,1,1,309000,18,business,0,2,1,3,14.5,1,43,35465,20425,28568,0.046,0.0661,-0.1435,360,3,0,2,2,2,1,1,59,0.378,0.275,0,1,1,36213,2,3.9,7.5,1,0,58,1,1,1,7,1,0,3
B10338,Kabir Mehta,29,Jaipur,self-employed,5.3,26966,2,2,193000,6,medical,0,3,3,3,17.1,0,18,25599,18249,21471,0.038,0.0836,0.0603,317,0,2,2,2,0,2,2,70,0.361,0.07,0,1,0,22408,2,3.8,10.0,1,0,38,2,0,0,9,3,29831,0
B10339,Geeta Rao,27,Mumbai,self-employed,2.9,49220,6,3,380000,12,medical,0,6,4,2,7.9,2,54,46327,34182,55998,0.092,0.1553,0.0291,379,1,0,2,2,2,2,1,57,0.328,0.208,0,3,1,62637,3,3.9,2.4,0,1,59,0,2,0,2,0,32661,2
B10340,Sanjay Das,32,Delhi,salaried,5.8,35983,5,4,91000,6,education,0,1,1,1,19.4,0,11,37472,27209,25647,0.041,0.0215,-0.0632,360,0,1,2,2,2,2,1,67,0.331,0.074,0,1,0,33297,1,4.6,8.8,0,0,17,3,1,1,1,6,32844,2
B10341,Sunita Reddy,23,Indore,salaried,4.8,46860,3,3,109000,12,personal,0,4,4,1,13.7,0,52,45470,28576,12036,0.053,-0.05,-0.0459,358,1,0,2,2,2,1,1,69,0.263,0.12,0,4,0,46131,2,4.5,7.4,4,1,73,3,1,1,13,6,96184,2
B10342,Vikram Reddy,38,Hyderabad,business,3.7,60890,4,3,138000,12,home-repair,0,2,2,0,1.5,0,0,61290,37283,17602,0.022,-0.0995,0.0414,347,0,0,2,1,2,2,2,89,0.296,0.06,1,1,0,53161,3,3.8,2.4,4,2,95,3,0,0,29,3,176312,0
B10343,Lakshmi Joshi,41,Nagpur,self-employed,2.5,45658,4,0,76000,18,business,0,5,5,2,25.7,0,15,44009,27027,17225,0.07,-0.0085,0.0461,406,0,0,2,2,1,2,2,88,0.287,0.031,0,2,0,43081,4,3.5,11.8,0,1,28,0,1,0,15,3,97166,0
B10344,Manoj Chopra,30,Pune,salaried,1.6,66219,5,4,250000,6,education,0,1,1,1,25.0,0,24,68169,46616,15472,0.064,-0.0016,0.0155,337,1,0,1,2,2,2,2,88,0.25,0.05,0,1,0,68919,2,4.1,4.2,0,2,59,4,1,1,23,6,77456,2
B10345,Kavitha Das,50,Bengaluru,salaried,14.9,76982,4,1,209000,24,business,0,5,5,1,4.1,0,8,72421,42715,21764,0.062,-0.0026,-0.0836,382,0,0,2,2,2,2,2,91,0.326,0.1,0,1,0,72733,4,3.8,5.2,0,3,81,3,0,0,35,6,220894,0
B10346,Rohan Verma,41,Hyderabad,salaried,1.6,46743,1,2,359000,12,personal,0,3,0,3,8.0,3,31,43195,28494,33180,0.054,0.0732,-0.0419,343,0,1,1,0,2,2,2,70,0.227,0.223,0,1,0,64023,1,4.0,2.4,0,1,14,1,3,0,0,5,109360,0
B10347,Sneha Sharma,23,Ahmedabad,daily-wage,1.5,24576,2,1,64000,6,personal,1,0,0,0,0.7,0,0,24516,19832,23842,0.078,0.0203,0.0677,315,1,0,2,0,1,0,0,66,0.242,0.196,0,2,0,24749,3,3.9,2.3,3,0,57,1,1,0,4,3,46235,3
B10348,Pooja Patel,34,Nagpur,salaried,5.5,20411,5,0,167000,6,home-repair,0,2,0,4,27.7,1,14,21348,15370,17617,0.035,-0.0414,-0.021,285,1,0,2,2,2,2,2,63,0.34,0.063,0,1,0,18669,1,4.2,2.3,1,1,54,0,0,0,1,6,41382,4
B10349,Anita Mishra,19,Pune,salaried,3.3,21896,3,0,132000,18,personal,0,5,5,2,13.3,0,31,20720,14725,19268,0.035,-0.0436,0.0538,336,1,0,1,2,2,0,1,49,0.357,0.144,0,4,0,18502,2,4.3,2.6,0,1,26,0,1,0,5,6,24271,1
B10350,Ishaan Mishra,36,Bengaluru,salaried,4.1,28165,4,2,245000,18,personal,0,3,3,3,21.8,0,6,27407,19958,12524,0.057,0.0146,-0.1261,302,1,0,2,0,2,2,2,58,0.343,0.275,0,1,0,25858,3,3.9,6.1,0,1,43,2,0,0,3,6,35250,5
B10351,Kabir Khan,28,Mumbai,salaried,6.8,39811,5,1,116000,12,personal,0,6,6,2,29.1,0,27,41444,28208,12234,0.078,0.0544,-0.0027,352,0,0,2,2,2,2,2,58,0.254,0.044,0,4,1,35421,6,4.8,6.6,4,3,24,4,1,0,29,6,64339,1
B10352,Sanjay Reddy,39,Ahmedabad,self-employed,3.2,43061,5,2,291000,18,home-repair,0,4,3,4,29.5,0,9,41004,29703,41714,0.088,0.0074,0.0728,434,1,0,2,2,1,0,2,74,0.242,0.225,0,2,0,42518,1,4.2,8.0,2,1,112,1,0,0,7,4,11005,5
B10353,Rajesh Gupta,28,Ahmedabad,business,7.8,32689,1,3,123000,12,personal,0,4,4,1,22.1,0,7,32887,21252,9305,0.051,-0.0294,-0.0427,341,0,0,1,2,1,2,2,55,0.236,0.056,0,1,0,35897,5,4.0,8.3,4,0,52,4,1,0,35,5,3939,0
B10354,Aarav Singh,54,Chennai,salaried,2.0,43052,3,0,262000,3,business,0,6,4,2,17.2,2,16,41108,25046,30203,0.134,0.0949,0.1293,378,1,0,2,1,0,2,2,63,0.254,0.074,0,1,1,30892,2,4.3,9.8,3,0,94,0,1,0,9,1,57041,3
B10355,Geeta Mishra,52,Chennai,self-employed,10.6,115230,2,0,373000,6,personal,0,4,4,1,11.7,0,28,116332,70077,33937,0.082,-0.007,-0.06,242,0,0,2,2,1,2,2,72,0.398,0.114,0,3,0,111437,4,4.5,2.9,0,1,75,1,1,1,24,3,386768,1
B10356,Rahul Sharma,36,Hyderabad,self-employed,5.2,16552,4,0,50000,3,medical,0,5,5,2,13.8,0,40,15936,12062,10791,0.057,-0.0723,0.1002,335,2,1,2,1,2,2,0,42,0.378,0.139,0,1,0,13623,2,4.9,12.0,1,1,61,3,1,1,4,4,32534,4
B10357,Diya Verma,19,Mumbai,self-employed,2.4,49128,4,3,186000,12,business,0,5,5,2,17.0,0,29,44499,26081,16557,0.06,0.0357,-0.0692,384,0,0,2,2,2,2,2,70,0.253,0.029,0,1,0,44241,6,4.2,11.2,0,3,12,4,1,1,32,0,64510,1
B10358,Ira Yadav,37,Hyderabad,salaried,8.3,93712,4,3,209000,3,personal,0,5,5,1,22.2,0,40,83652,56108,29332,0.059,-0.0091,-0.05,317,0,0,2,2,2,2,2,98,0.444,0.096,0,1,0,85335,2,4.1,2.2,1,3,43,2,0,0,13,6,393655,2
B10359,Rahul Reddy,35,Ahmedabad,salaried,4.9,19241,3,4,50000,12,personal,0,3,3,1,23.9,0,49,19680,11459,4730,0.05,0.0464,0.1335,340,0,0,2,2,2,2,1,82,0.381,0.032,0,1,0,19566,3,4.5,8.6,4,0,106,0,0,0,25,6,31436,1
B10360,Arun Gupta,30,Jaipur,business,1.8,36332,3,3,212000,3,home-repair,0,1,1,0,4.6,0,0,34588,22289,32390,0.054,0.0118,-0.0089,287,1,0,2,2,2,2,2,56,0.434,0.052,0,4,0,31800,1,4.1,10.8,0,1,115,3,0,0,3,0,56820,5
B10361,Deepak Sharma,46,Hyderabad,business,8.7,45864,2,4,115000,24,personal,0,3,3,1,22.7,0,41,44477,24786,12781,0.023,0.0596,0.0375,316,0,0,2,2,2,2,2,96,0.411,0.096,1,1,0,43234,4,4.0,10.5,2,3,52,2,1,1,27,2,89655,0
B10362,Rajesh Verma,42,Kolkata,self-employed,10.0,98365,1,2,296000,18,business,0,4,4,1,14.1,0,55,105041,59470,33314,0.076,-0.0202,-0.0206,378,0,0,2,2,2,2,2,89,0.264,0.116,1,1,0,114756,3,3.9,8.0,2,3,38,3,0,0,34,1,372055,1
B10363,Sneha Khan,40,Pune,business,5.8,47323,4,2,167000,18,personal,0,2,2,0,2.8,0,0,44513,30048,15095,0.046,-0.0061,-0.0773,371,0,0,2,2,2,2,2,68,0.321,0.048,0,1,0,45512,5,3.5,8.3,3,1,37,4,1,1,23,4,44100,2
B10364,Deepak Pillai,37,Indore,salaried,5.3,39060,2,0,214000,18,education,0,2,2,1,10.3,0,56,37572,25954,14572,0.067,-0.0816,0.2196,368,0,0,2,1,1,2,2,49,0.293,0.122,0,2,1,34758,1,4.4,11.4,2,0,91,2,0,0,9,6,15784,5
B10365,Rahul Pillai,23,Mumbai,daily-wage,0.7,13963,6,2,59000,3,business,0,1,1,0,3.6,0,0,14383,8550,17265,0.031,0.0187,0.062,344,1,2,1,1,2,2,0,31,0.327,0.244,0,3,0,12544,3,3.5,7.1,4,0,115,0,0,0,7,5,20921,1
B10366,Vihaan Mehta,37,Kolkata,daily-wage,8.1,49989,3,2,104000,18,personal,0,5,5,0,0.9,0,0,47708,33176,12129,0.033,0.0064,-0.1228,354,0,0,2,2,2,2,1,99,0.18,0.029,0,1,0,51420,6,3.6,2.3,4,3,43,2,0,0,13,1,45521,0
